ts_us,device_id,gpu_name,mode,from_gpu_mhz,from_mem_mhz,to_gpu_mhz,to_mem_mhz,order,api_mem_us,api_gpu_us,api_total_us,settle_total_us,settle_after_calls_us,polls,stable_n,poll_us,timeout_ms,final_gpu_mhz,final_mem_mhz,power_mw,energy_mj,status
3776914188,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776914637,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776915085,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776915533,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776915971,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776916418,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776916865,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776917314,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776917757,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776918202,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776918637,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776919085,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776919534,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85775903,Not Supported
3776922080,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776922530,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776922979,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776923418,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776923860,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776924314,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776924761,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776925644,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
