,settle_after_call_us,api_us,gpu_util_pct,mem_util_pct,pcie_tx_kbps,pcie_rx_kbps,power_mw
settle_after_call_us,1.0,0.0696419594923987,,-0.10773075912484326,-0.06873979231124638,0.07317998299334343,-0.15143624123216207
api_us,0.0696419594923987,1.0,,0.5853613616085452,-0.05211578864141543,0.18406519787544529,0.6787657267848548
gpu_util_pct,,,,,,,
mem_util_pct,-0.10773075912484326,0.5853613616085452,,1.0,0.06802121834597537,0.05485710644147275,0.7517038933595284
pcie_tx_kbps,-0.06873979231124638,-0.05211578864141543,,0.06802121834597537,1.0,-0.2297399878782921,0.07807887652571234
pcie_rx_kbps,0.07317998299334343,0.18406519787544529,,0.05485710644147275,-0.2297399878782921,1.0,0.033787810844244086
power_mw,-0.15143624123216207,0.6787657267848548,,0.7517038933595284,0.07807887652571234,0.033787810844244086,1.0
